32,"Untuk memperkaya wawasan, Anda dapat membaca artikel tentang gangguan menstruasi",F5 
33,Demikian informasi dari kami,F1
34,Mudah  -  mudahan senantiasa sehat,F1
35,Semoga bermanfaat,F1
36,"Selamat pagi, terima kasih atas pertanyaannya",F1
37,Reumatoid artritis (RA) merupakan penyakit autoimun dimana sistem kekebalan tubuh yang menyerang persendian sehingga menyebabkan peradangan kronis,F3
38,Obat anti inflamasi kortikosteroud dan nonsteroid digunakan untuk mengendalikan gejala RA,F3
39,Namun untuk mengontrol perkembangan penyakit perlu diberikan obat golongan disease  -  modifying antirheumatic drugs (DMARDs) seperti metotreksat,F3
40,Keduanya merupakan obat utama pada terapi RA ini,F3
41,"DMARDs dapat mempengaruhi perkembangan penyakit, tetapi membutuhkan waktu 4 - 6 bulan lamanya untuk mendapatkan respon terapi penuh",F3
42,Namun penggunaan metotreksat harus dibawah monitoring oleh dokter karena dalam jangka waktu panjang dapat mengakibatkan gangguan berbagai organ seperti penurunan fungsi hati dan ginjal,F3
43,"Sehingga pemberian DMARDs sebaiknya dilakukan setelah diagnosis, perkembangan dan keparahan penyakit sudah dipastikan dan tidak semua pasien dapat diberikan",F3
44,Umumnya pada tahap awal hanya diberikan anti inflamasi non steroid kemudian dilakukan evaluasi respon pengobatan,F3
45,Lakukanlah konsultasi dengan dokter untuk mendapatkan terapi yang tepat sesuai dengan kondisi medis anda,F5
46,"Sekian, semoga dapat membantu Wassalam",F1
47,"Halo Friscilla, terima kasih ya sudah bertanya di Alodokter",F1
48,"Membaca keluhan yang anda alami, keluhan tersebut memang dapat saja disebabkan oleh efek samping suplemen yang anda konsumsi (terutama jika suplemen tersebut bukan direkomendasikan oleh dokter dan belum banyak penelitian yang jelas mengenai suplemen tersebut), tetapi dapat pula disebabkan oleh beberapa kemungkinan kondisi lain seperti : Radang usus Irritable bowel syndrome (IBS) Infeksi saluran cerna Sindrom dispepsia",F4
49,"Sementara ini, sangat disarankan untuk menghentikan terlebih dahulu konsumsi suplemen penambah nafsu makan tersebut jika memang bukan disarankan oleh dokter dan beralih dengan mengubah pola pikir, pandangan dan makanan anda sehari  -  hari",F5
50,"Anda diperbolehkan saja untuk mengonsumsi makanan yang enak sesekali untuk memicu nafsu makan anda, tetapi tetap imbangi dengan makanan yang sehat setiap harinya, terutama asupan sayur dan buah",F5
51,"Untuk mengatasi keluhan anda, anda diperbolehkan saja mengonsumsi obat diare (khususnya untuk memadatkan tinja) sesuai dengan dosis yang ada pada kemasan serta diimbangi dengan menghindari makanan yang sekiranya dpat mengiritasi saluran cerna seperti makanan yang asam dan pedas",F5
52,"Selain itu, disarankan pula untuk selalu menjaga kebersihan makanan, minuman serta alat makan anda setiap harinya untuk menghindrai terjadinya infeksi pada saluran cerna, lakukan olahraga secara rutin minimal 30 menit per hari sesuai kemampuan anda dan kelola stres dengan baik",F5
53,Semoga membantu,F1
54,"Halo, terima kasih atas pertanyaannya untuk Alodokter",F1
55,Pada dasarnya masalah pada lambung ada bermacam  -  macam jenisnya,F3
56,"Bila yang anda maksudkan adalah penyakit asam lambung (GERD), maka umumnya nyeri yang dirasakan adalah nyeri pada ulu hati dan rasa terbakar pada dada",F3
57,Gangguan lambung jarang menimbulkan nyeri hingga ke punggung dan tidak akan menimbulkan nyeri pada tengkuk leher belakang,F3
58,"Gangguan pada pankreas dan juga saluran empedu mungkin menyebabkan nyeri yang bisa menjalar ke punggung dan kadang bisa ke bahu juga, namun biasanya tidak akan dirasakan hingga ke leher belakang",F3
59,Sebaiknya cobalah ceritakan dengan lebih jelas gejala  -  gejala apa saja yang anda alami agar kami bisa menganalisis lebih lanjut kemungkinan  -  kemungkinan penyebabnya,F5
60,Untuk mendiagnosis penyakit sebenarnya perlu dilakukan anamnesis (wawancara medis) yang mendalam dan juga pemeriksaan fisik dan pemeriksaan penunjang,F5
61,"Namun di masa pandemi virus corona seperti sekarang, anda diharapkan untuk tidak pergi ke dokter kecuali dalam keadaan yang benar  -  benar mendesak",F3
62,"Bila anda mengalami gejala  -  gejala penyakit asam lambung (misalnya anda merasa mual, kembung, nyeri ulu hati, rasa panas di dada, rasa mengganjal di tenggorok)",F3
63,"Berikut ini adalah beberapa hal yang bisa anda coba lakukan: Makan lebih sedikit  -  sedikit namun lebih sering, kunyah makanan anda hingga halus baru telan",F5
64,Hindari makan terlalu banyak dan hindari berbaring setelah makan,F5
65,Tinggikan sandaran kepala anda saat tidur,F5
66,"Hindari makan makanan yang terlalu berlemak  /  berminyak, terlalu pedas dan terlalu asam, serta hindari makan maknana yang banyak menghasilkan gas untuk sementara waktu",F5
67,"Hindari merokok, minum alkohol dan juga kopi",F5
68,Turunkan berat badan bila terdapat berat badan berlebih,F5
69,"Sekian informasi dari saya, semoga cukup menjawab",F1
70,Halo saudara Eva,F1
71,Pemberian makanan pendamping ASI (MPASI) terlalu dini pada anak memiliki banyak dampak bagi anak,F3
72,"Beberapa risiko yang dapat terjadi apabila diberikan terlalu dini yaitu adanya risiko aspirasi (masuknya makanan ke jalan pernafasan bayi), bayi tidak mendapatkan asupan makanan yang cukup dan tidak memiliki daya tahan tubuh yang bagus, risiko kelebihan berat badan, dan gangguan pencernaan pada bayi seperti Necrotizing enterocolitis (kerusakan usus halus), intoleransi laktosa, alergi susu sapi, dan sebagainya",F3
73,Hal ini dikarenakan bayi memerlukan waktu untuk mendapatkan fungsi pencernaan yang bagus bagi dirinya,F3
74,Apabila diberikan terlalu dini organ pencernaan tidak akan mampu untuk mengolah makanan tersebut dan berdampak buruk bagi bayi,F3
75,"Berhati  -  hatilah apabila bayi Anda terus rewel dan menangis, BAB berdarah, perut kembung, mencret, atau lemas",F3
76,Hal ini dapat menjadi tanda bahwa terjadi sesuatu bagi bayi Anda,F3
77,"Kembalilah menggunakan ASI, karena ASI adalah makanan utama bagi bayi bawah 6 bulan",F3
78,ASI memiliki banyak manfaat bagi ibu dan bayi,F3
79,"Bagi ibu ASI dapat meningkatkan bounding antara bayi dan ibu, menghambat kesuburan sehingga dapat dipergunakan sebagai kontrasepsi alami, serta murah karena tidak memerlukan biaya",F3
80,"Sedangkan bagi bayi ASI dapat meningkatkan sistem kekebalan tubuh, berat badan ideal, dan tulang lebih kuat",F3
81,"Berikanlah ASI eksklusif selama 6 bulan, baru diberikan makanan pendamping ASI",F5
82,Anda dapat membaca link berikut untuk menambah wawasan Urutan pemberian makanan pendamping ASI pada anak,F5
83,"Semoga bermanfaat, terima kasih",F1
84,Halo Terima kasih atas pertanyaannya pada Alodokter,F1
85,Obat prednicort memiliki kandungan aktif methylprednisolone yang termasuk kedalam golongan obat kortikosteroid,F3
86,"Golongan obat ini bekerja dengan menekan sistem kekebalan tubuh dan mengurangi reaksi peradangan serta gejalanya, seperti pembengkakan, nyeri, atau ruam",F3
87,"Obat ini memang memiliki efek samping salah satunya pada sistem pencernaan yaitu mual, muntah, dan nyeri pada daerah ulu hati",F6
88,Jadi sebaiknya obat ini dikonsumsi sekitar 1 jam setelah makan untuk mengurangi efek samping tersebut,F6
89,"Obat Alloris memiliki kandungan aktif loratadine yang termasuk kedalam golongan obat antihistamin yang dapat meredakan gejala alergi seperti bersin  -  bersin, ruam kulit, pilek, akibat paparan alergen seperti debu dan lain sebagainya",F3
90,Loratadine ini biasanya akan menimbulkan efek lelah atau mengantuk,F6
91,Jadi sebaiknya bila setelah mengonsumsi obat ini hindarilah untuk berpergian terutama bila mengendarai kendaraan bermotor sendiri,F6
92,Kedua obat yang Anda konsumsi sebenarnya merupakan obat simptomatik yang artinya boleh dihentikan penggunaannya bila dosis yang diberikan oleh dokter Anda sudah terpenuhi atau gejala yang timbul sudah hilang,F3
93,Jadi tidak perlu dikonsumsi secara terus menerus,F3
94,"Untuk keluhan pada lambung, kemungkinan disebabkan oleh obat yang mengandung kortikosteroid, jadi sebaiknya konsumsilah setelah atau saat bersamaan dengan makanan untuk meminimalisir efek samping tersebut",F5
95,Sekian informasi yang dapat kami sampaikan,F1
96,Semoga bermanfaat dr Winda Indriati,F1
97,Halo Jovan,F1
98,"Untuk menghitung usia kehamilan bukan dengan tanggal menikah, tetapi dihitung dengan hari pertama menstruasi terakhir (HPMT)",F3
99,"Sebagai contoh, seseorang yang menikah tanggal 28 november, tetapi HPMT nya tanggal 10 november, maka kehamilannya akan dihitung sejak 10 november",F3
100,"Contoh lainnya wanita yang baru menikah 2 minggu, bisa saja dikatakan sudah hamil 5 minggu karena perhitungannya menurut HPMT dan bukan menurut tanggal menikah",F3
101,Hal tersebut normal,F3
102,Untuk persalinan normal sendiri bisa terjadi pada usia kehamilan 37 - 40 minggu dengan toleransi waktu sampai 42 minggu,F3
103,Sedangkan hari perkiraan lahir  /  HPL yang terhitung melalui rumus HPMT adalah 40 minggu,F3
104,"Sebagai contoh pada orang yang HPL nya 28 november, bisa saja melahirkan secara normal 3 minggu sebelum HPL nya",F3
105,Dengan demikian kami tidak bisa menyimpulkan jawaban dari pertanyaan Anda karena data yang diberikan kurang lengkap,F4
106,"Anda bisa mencoba menghitung HPL dan usia kehamilan teman Anda dengan kalkulator kehamilan yang banyak tersedia di internet, misalnya klik DI SINI ",F5
107,Berikut ini artikel yang berhubungan dengan topik pertanyaan Anda: Menghitung usia kehamilan,F5
108,"Terima kasih dan semoga membantu, dr Devika Y",F1
109,Terima kasih Rahmadina atas pertanyaannya,F1
110,Jatuhnya anda sudah terjadi 10 tahun yang lalu,F2
111,Yang ditakutkan dari cedera kepala adalah terjadinya perdarahan di dalam tengkorak sehingga menyebabkan meningkatnya tekanan dalam tengkorak,F4
112,"Meningkatnya tekanan di dalam tengkorak dapat menyebabkan sakit kepala, mual, muntah, penurunan kesadaran bahkan sampai meninggal",F3
113,"Namun tentu saja bila memang terjadi perdarahan di dalam tengkorak, gejala tersebut akan muncul sebelum 10 tahun",F3
114,Pemeriksaan EEG adalah pemeriksaan untuk melihat aktivitas listrik di otak,F3
115,"Pada orang yang epilepsi, akan terlihat aktivitas gelombang listrik yang meningkat",F3
116,"Bila memang aktivitas listrik dalam otak anda normal tetapi anda masih mengalami keluhan  -  keluhan tersebut, sebaiknya anda memeriksakan diri kembali ke dokter spesialis saraf",F3
117,Kemungkinan anda akan dilakukan pencitraan pada kepala,F3
118,"Karena hal  -  hal yang dapat meningkatkan tekanan di dalam tengkorak tidak hanya perdarahan, tetapi juga tumor, infeksi",F3
119,"Selain itu, gejala yang anda keluhkan, bisa juga akibat adanya kelainan pembuluh darah di otak (arteri venous malformation  /  AVM)",F3
120,Di mana hal yang ditakutkan dari AVM adalah pecahnya pembuluh darah tersebut,F3
121,"Selain hal yang telah disebutkan di atas, penyebab sakit kepala juga dapat berupa : 1 Sakit kepala tipe tegang",F3
122,2 Sakit kepala tipe klaster,F3
123,3 Migraine,F3
124,4 dan lain  -  lain,F3
125,Anda dapat membacanya di sini: sakit kepala (1) dan sakit kepala,F3
126,(2) Menjawab pertanyaan anda mengenai IKALEP,F3
127,IKALEP adalah sebuah obat yang berisi asam valproat,F3
128,"Asam valproat memang sering digunakan untuk pasien epilepsi, namun, asam valproat juga mempunyai efek sebagai pencegah serangan migraine",F3
129,Untuk lebih detailnya anda dapat menghubungi kembali dokter spesialis saraf anda,F3
130,"Sementara itu di rumah, sebaiknya anda beristirahat yang cukup, memperhatikan faktor  -  faktor apa saja yang membuat sakit kepala anda kumat",F5
131,Anda juga dapat mengonsumsi obat  -  obat anti nyeri seperti paracetamol bila sakit anda kumat,F3
132,"Untuk penggunaan obat, sebaiknya dosis dan waktunya disesuaikan dengan anjuran dokter",F3
133,"Demikian jawaban dari saya, semoga membantu, Andika Surya",F1
134,Halo Fachriani,F1
135,Terima kasih atas pertanyaan Anda,F1
136,Darah menstruasi pada umumnya berwarna kemerahan seperti darah,F3
137,"Jika selama menstruasi Anda mengeluarkan darah yang berwarna kecoklatan, maka hal ini dapat disebabkan oleh berbagai macam penyebab, diantaranya sebagai berikut ini : Terdapatnya jaringan fibroid dalam rahim",F4
138,Sisa darah menstruasi yang mengering,F4
139,Kista cokelat yang pecah,F4
140,Gangguan pembekuan darah,F4
141,"Obstruksi darah menstruasi == polip, mioma, dan lain – lain",F4
142,Pembesaran uterus dan lain – lain,F4
143,"Untuk mengetahui dengan pasti penyebab dari kondisi yang Anda alami saat ini, kami sangat menyarankan kepada Anda untuk segera mengunjungi Dokter Spesialis Kebidanan dan Kandungan agar dilakukan serangkaian pemeriksaan lebih lanjut seperti pemeriksaan fisik, tes darah, USG Obgyn, dan lain – lain sehingga penyebab pasti dari kondisi Anda diketahui dan akhirnya penanganan yang tepat dapat diberikan",F5
144,"Demikian penjelasan yang dapat kami sampaikan, semoga bermanfaat",F5
145,"Salam, dr Jati ",F1
146,Terima kasih telah bertanya di Alodokter com,F1
147,"Keluarnya gumpalan darah dari vagina dapat disebabkan oleh : pertanda menstruasi normal penyakit yang menyebabkan kelainan menstruasi: PCOS, kista ovarium, mioma uteri, kelainan tiroid kanker serviks",F4
148,"Untuk memastikan penyebabnya, disarankan untuk memeriksakan langsung dengan dokter spesialis kandungan",F5
149,"Dokter akan melakukan pemeriksaan jalan lahir, pemeriksaan USG kandungan, dan dalam beberapa kasus tertentu pemeriksaan darah untuk memastikan masalah medis Anda",F5
150,"Jika gumpalan kembali muncul, dan keluar dari liang vagina maka disarankan untuk di masukkan ke dalam wadah kosong untuk diperiksa oleh dokter kandungan",F5
151,"Semoga bermanfaat, dr Previyanti",F1
152,"Halo, terima kasih atas pertanyaannya",F1
153,Asma termasuk golongan penyakit atopik yang belum bisa disembuhkan total dan bisa terus kambuh  -  kambuhan jika faktor risikonya tidak dimanagemen dengan baik,F3
154,"Penyakit ini kerap ditandai dengan sesak, mengi, dan juga batuk",F3
155,"Kekambuhan asma seringnya dicetuskan oleh stres, kelelahan, paparan alergen dan substansi udara tertentu, refluks asam lambung, infeksi pernafasan, dan konsumsi obat tertentu",F3
156,"Obat asma yang Anda sebutkan mengandung bahan aktif budesonide dan formoterol fumarate, yakni suatu obat golongan kortikosteroid dan agonis beta 2 aksi panjang yang bisa digunakan untuk meredakan serangan asma dan mengontrol asma agar tidak sering kambuh",F3
157,"Obat ini digunakan dengan cara disemprot, yakni : Lepaskan dahulu tutup kemasan, tari inhaler ke atas",F3
158,Putar inhaler ke kanan dan ke kiri dengan cepat hingga terdengar suara klik,F3
159,Buang napas Anda,F3
160,"Letakkan inhaler di mulut Anda, sembari menyondongkan kepala sedikit ke belakang",F3
161,Semprotkan inhaler lalu isap dengan menarik napas kuat dan dalam,F3
162,Apakah Anda sudah melakukan langkah di atas secara tepat?,F2
163,"Jika sudah, semestinya obat telah berhasil masuk ke tubuh Anda secara benar",F3
164,Hal ini ditandai dengan serangan asma yang mereda dan kekambuhannya yang bisa diminimalisasi,F6
165,"Akan tetapi, jika tetap saja asma Anda tidak membaik, tidak ada salahnya Anda kembali periksa ke dokter atau dokter paru agar dievaluasi apa penyebabnya, lantas ditangani dengan tepat",F5
166,Semoga membantu ya,F1
167,Hai,F1
168,"Keluhan yang dialami oleh suami Anda dapat diakibatkan oleh berbagai kemungkinan penyebab seperti: bronkhitis, Tuberkulosis  /  TBC, Pleuritis (radang selaput paru), Penyakit asam lambung, Gangguan jantung ( gagal jantung, serangan jantung ) dan sebagainya",F4
169,"Untuk memastikan penyebabnya diperlukan pemeriksaan lebih lanjut oleh dokter , yaitu meliputi pemeriksaan fisik untuk memeriksa kondisi paru  -  paru dan jantung, serta pemeriksaan penunjang seperti tes darah, X  -  Ray, EKG dan sebagainya",F3
170,Oleh sebab itu jika keluhan terus berlanjut sebaiknya suami Anda berkonsultasi dengan dokter untuk menelusuri penyebabnya dan mendapatkan penanganan yang tepat sesuai kondisi,F5
171,Berikut anjuran yang dapat dilakukan: Istirahat dan tidur yang cukup,F5
172,Makan secara teratur dengan gizi seimbang,F5
173,"Hindari jenis makanan yang terlalu asam, pedas, berlemak, atau makanan yang digoreng",F5
174,Jangan langsung berbaring setelah makan Berkumur dengan air hangat yang diberi sedikit garam akan membantu melembabkan tenggorokan dan meredakan batuk,F5
175,Batasi aktivitas berat yang berlebihan,F5
176,Kelola stres dengan bijak,F5
177,Baca laman artikel berikut ini: Batuk  -  batuk Penyebab nyeri dada sebelah kanan,F5
178,Demikian semoga bermanfaat,F1
179,"Salam, dr Muliani Sukiman",F1
180,"Halo Nolaa, terima kasih atas pertanyaannya untuk Alodokter",F1
181,Pemeriksaan kehamilan dengan menggunakan testpack memang sebaiknya dilakukan saat sudah terjadi keterlambatan menstruasi,F3
182,"Bila siklus menstruasi anda biasanya terjadi setiap 28 hari, maka perkiraan siklus menstruasi anda di bulan Desember adalah tanggal 20 Desember",F3
183,"Bila anda belum mengalami menstruasi hingga tanggal 21 Desember, anda dapat melakukan testpack dengan menggunakan kencing pertama di pagi hari agar hasil yang didapat lebih akurat",F3
184,"Bila anda memperoleh hasil positif, maka anda tidak perlu mengulang pemeriksaan karena 99% hasil tersebut adalah benar",F3
185,"Bila anda mendapat hasil negatif, maka anda dapat mengulang pemeriksaan 3 - 7 hari setelah pemeriksaan tersebut bila belum juga mendapat menstruasi",F3
186,"Bila hasilnya tetap negatif, berarti anda tidak sedang hamil",F3
187,Melakukan hubungan seksual dengan penetrasi (memasukkan penis ke vagina) tetap memiliki risiko kehamilan,F4
188,"Cairan pre  -  ejakulat pria atau cairan bening yang keluar dari penis saat penis mengalami ereksi atau saat mengalami stimulasi seksual, kadang dapat mengandung sperma yang hidup, sehingga meskipun kemungkinannya sangat kecil, cairan pre  -  ejakulat yang keluar di dalam vagina tetap dapat menyebabkan kehamilan",F4
189,"Bila anda dan pasangan memang tidak menghendaki terjadinya kehamilan, sebaiknya anda dan pasangan mempertimbangkan penggunaan alat kontrasepsi untuk mencegah kehamilan",F5
190,Diskusikan dengan bidan atau dokter kandungan untuk pemilihan alat kontrasepsi yang paling sesuai untuk anda dan pasangan anda,F5
191,Berikut ini adalah artikel yang dapat anda baca terkait cara memilih alat kontrasepsi,F5
192,"Sekian informasi dari saya, semoga bermanfaat dr Irna Cecilia",F1
193,"Halo, Terima kasih atas pertanyaannya",F1
194,"Ya, kehamilan dapat terjadi jika hubungan badan dilakukan setelah menstruasi",F3
195,Kehamilan dapat terjadi ketika sel sperma pria bertemu dengan sel telur wanita,F3
196,Sel telur yang baru mulai berkembang dalam ovarium atau indung telur saat dimulainya menstruasi,F3
197,"Setelah matang, sel telur ini dilepaskan dari ovarium dan menuju saluran telur atau tuba falopi pada saat masa subur",F3
198,Pembuahan harus terjadi dalam waktu 24 jam setelah telur dilepaskan,F3
199,"Bila pada saat ini terjadi hubungan seksual dan sperma masuk ke dalam vagina dan rahim, sperma dapat bertemu dan membuahi sel telur ini, dan kehamilan dapat terjadi",F3
200,Siklus menstruasi yang normal berkisar antara 21 - 35 hari yang dihitung dari hari pertama menstruasi sampai dengan hari pertama menstruasi berikutnya,F3
201,Masa subur dihitung berdasarkan siklus menstruasi setiap bulannya,F3
202,Umumnya masa subur wanita adalah 12 â€“ 16 hari sebelum hari pertama menstruasi berikutnya,F3
203,"Tetapi, hal ini berlaku untuk wanita yang memiliki siklus menstruasi 28 hari",F3
204,Bagaimanakah siklus menstruasi pasangan Anda?,F2
205,Hal ini berguna untuk menentukan masa suburnya,F3
206,Sperma dapat hidup di dalam rahim wanita selama 7 hari,F3
207,"Dengan demikian, sperma masih dapat membuahi sel telur jika ketika masa subur pasangan Anda dimulai sperma masih ada di dalam rahim",F3
208,"Jika Anda dan pasangan tidak menghendaki adanya kehamilan, silakan Anda segra berkonsultasi dengan dokter spesialis kebidanan dan kandungan terlebih dahulu",F3
209,Hindari penggunaan obat penggugur kandungan tanpa anjuran dokter,F3
210,"Aborsi yang dilakukan tanpa indikasi medis memiliki risiko medis tersendiri misalnya perdarahan, kerusakan rahim, infeksi pada rahim, radang panggul, sampai kemandulan  /  infertilitas",F3
211,"Di samping itu, aborsi yang dilakukan secara ilegal tanpa indikasi medis dapat dikenai sangsi hukum bagi pelaku pengaborsi dan yang meminta diaborsi berupa penjara 10 tahun dan denda 1 miliar rupiah",F3
212,"Di kemudian hari, jika Anda belum menginginkan kehamilan, hindari berhubungan seksual diluar ikatan perkawinan",F5
213,"Jika tidak memungkinkan, silakan gunakan alat kontrasepsi",F5
214,Semoga membantu,F1
215,dr Aloisia,F1
216,Terima kasih Lily Febriana atas pertanyaannya,F1
217,"Pola makan yang baik adalah makan dalam porsi sedikit namun sering, bukan makan jarang tetapi sekali makan porsi makannya langsung banyak",F3
218,Setiap orang mempunyai kapasitas lambung yang berbeda  -  beda,F3
219,"Selain kapasitas lambung yang berbeda, cepat kenyangnya seseorang juga dipengaruhi karena faktor kebiasaan",F3
220,Lamanya kekenyangan bertahan dalam tubuh juga dipengaruhi oleh jenis makanan yang dimakan,F3
221,Hal tersebut dapat dilihat dengan pada kadar indeks glikemik,F3
222,Indeks glikemik adalah kecepatan sebuah makanan diubah menjadi gula dalam tubuh,F3
223,"Semakin tinggi indeks glikemik, semakin cepat pula makanan tersebut diubah menjadi gula dalam tubuh sehingga terjadi lonjakan kadar gula darah dan lebih cepat lapar",F3
224,Sebagai contoh: Pasta memiliki indeks glikemik yang lebih rendah dibanding nasi putih,F3
225,"Hal tersebut menyebabkan, seseorang yang memakan nasi putih akan mengalami peningkatan kadar gula dalam darah yang tinggi dan cepat, namun lebih cepat juga merasa lapar bila dibandingkan dengan seseorang yang mengonsumsi pasta",F3
226,"Selama hal tersebut tidak menimbulkan keluhan, tidak ada yang perlu Anda khawatirkan",F5
227,Anda juga dapat membaca artikel terkait: Tips hidup sehat,F5
228,"Demikian jawaban dari saya, semoga membantu",F1
229,Andika Surya,F1
230,"Hai Fendy, Terima kasih telah bertanya ke Alodokter",F1
231,Baik lambung maupun paru terletak di area yang berdekatan yakni di dada hingga ke perut bagian atas,F3
232,"Karenanya, gangguan pada kedua organ ini terkadang akan memunculkan keluhan yang hampir serupa",F3
233,"Maka dari itu, untuk membedakannya, diperlukan pemeriksaan fisik langsung oleh dokter atau juga dibantu dengan tes penunjang, seperti rontgen, laboratorium, atau USG",F3
234,"Jika ditilik dari keluhan yang Anda sampaikan, nyeri di area lambung hingga punggung kiri, sesak napas, dan nyeri saat menarik napas bisa terjadi karena beberapa sebab berikut: Gangguan saluran cerna, misalnya: Gastritis (radang mukosa lambung)",F3
235,GERD (refluks asam lambung ke esofagus),F3
236,Tukak lambung Pankreatitis (radang pankreas),F3
237,Kolangitis (radang saluran empedu),F3
238,"Gangguan saluran napas misalnya: Bronkhitis (radang saluran udara menuju paru), Efusi pleura (penumpukan cairan di rongga antara selaput paru)",F3
239,Pneumothoraks (penumpukan udara di rongga antara selaput paru),F3
240,Tuberkulosis (flek paru),F3
241,Pneumonia (radang parenkim paru),F3
242,"Gangguan sistem organ lainnya, misalnya: Penyakit jantung koroner, Ketidakseimbangan asam basa, Hiperkolesterolemia (kolesterol darah tinggi), Saraf tulang belakang terjepit Gangguan cemas berlebih, dan sebagainya",F3
243,"Apabila keluhan terasa sangat membebani Anda, sebaiknya jangan Anda tangani seorang diri ya",F5
244,Periksakan langsung keluhan Anda kepada dokter di fasilitas kesehatan terdekat,F5
245,"Dengan demikian, kemungkinan penyebab yang berbahaya bisa terdeteksi dengan cepat dan penanganan pun bisa lebih dini dilakukan",F5
246,"Sementara itu, berikut langkah penanganan awal yang bisa Anda lakukan: Makanlah dengan teratur dengan porsi sedikit  -  sedikit tetapi sering",F5
247,"Kurangi konsumsi makanan yang terlalu pedas, asam, dan mengandung banyak gas",F5
